date,open,high,low,close,volume
2022-04-15,91.81,93.18,90.82,92.16,1044016
2022-04-18,93.14,94.57,92.47,93.79,918791
2022-04-19,93.57,98.27,93.41,98.11,1506973
2022-04-20,98.26,102.4,97.26,101.33,1417797
2022-04-21,101.82,103.09,101.78,103.03,823295
2022-04-22,101.59,104.25,101.03,103.66,979988
2022-04-25,104.6,106.11,104.3,105.55,1351288
2022-04-26,104.37,104.87,104.02,104.29,503714
2022-04-27,104.92,107.28,101.73,103.67,1051958
2022-04-28,104.09,105.43,99.53,100.62,744574
2022-04-29,99.21,100.62,98.92,100.19,1447234
2022-05-02,98.82,102.48,98.61,102.15,880619
2022-05-03,103.03,104.57,100.42,101.75,1401995
2022-05-04,102.5,103.53,99.3,100.21,694174
2022-05-05,99.68,100.25,99.12,99.52,656160
2022-05-06,98.99,101.5,98.62,100.99,1096797
2022-05-09,101.3,101.66,100.29,100.5,831593
2022-05-10,100.5,102.96,99.91,102.24,795665
2022-05-11,102.89,103.54,100.15,100.68,595225
2022-05-12,100.97,101.4,99.33,99.67,1221702
2022-05-13,100.62,101.3,98.62,99.11,988957
2022-05-16,99.69,100.71,96.78,97.6,891019
2022-05-17,98.02,101.62,97.52,101.09,1388545
2022-05-18,100.88,101.68,99.16,99.81,930193
2022-05-19,99.55,102.27,98.65,100.95,878540
2022-05-20,100.92,101.94,99.25,100.19,1195171
2022-05-23,101.29,103.36,98.5,99.61,1197829
2022-05-24,99.37,100.65,98.84,100.02,745030
2022-05-25,100.17,101.7,97.2,98.31,729545
2022-05-26,96.99,97.71,96.89,97.57,1522448
2022-05-27,97.97,98.49,97.07,97.45,846997
2022-05-30,98.77,99.56,95.72,96.5,1214883
2022-05-31,95.96,96.12,95.46,95.59,678230
2022-06-01,97.41,98.92,95.51,96.88,509479
2022-06-02,96.99,99.88,95.83,98.09,1531340
2022-06-03,96.58,99.9,95.3,97.62,1521211
2022-06-06,97.39,98.05,97.14,97.56,1243691
2022-06-07,98.34,99.8,97.72,99.06,605738
2022-06-08,100.24,101.01,96.92,97.4,1400527
2022-06-09,97.82,98.14,97.6,97.84,659693
2022-06-10,98.76,101.21,98.23,100.21,644316
2022-06-13,99.5,103.31,99.01,102.61,923423
2022-06-14,102.2,103.37,99.54,100.27,1067839
2022-06-15,99.26,99.95,98.73,99.4,1379052
2022-06-16,99.04,100.46,98.57,99.64,1309773
2022-06-17,100.1,101.76,96.96,98.11,1062113
2022-06-20,98.23,100.08,96.08,97.37,1067532
2022-06-21,97.87,99.31,96.15,97.25,1244918
2022-06-22,96.7,100.0,96.09,98.93,760033
2022-06-23,98.41,99.46,98.13,98.92,663909
2022-06-24,99.04,100.2,98.45,99.22,1465279
2022-06-27,98.86,100.59,98.3,99.88,1009169
2022-06-28,100.66,100.78,100.49,100.57,1109137
2022-06-29,100.19,101.17,99.69,100.65,1343282
2022-06-30,100.35,101.28,98.48,99.25,642461
2022-07-01,99.5,101.19,98.91,100.24,592736
2022-07-04,100.0,104.22,96.97,100.8,636812
2022-07-05,100.05,100.71,98.91,99.52,790281
2022-07-06,98.86,99.0,98.62,98.75,502059
2022-07-07,99.07,99.89,99.03,99.85,907169
2022-07-08,99.03,100.85,98.85,100.62,724462
2022-07-11,101.46,101.54,99.72,99.79,1175629
2022-07-12,99.38,100.99,98.42,99.51,934124
2022-07-13,99.88,100.59,98.97,99.39,1209403
2022-07-14,99.01,101.02,98.32,100.17,1172440
2022-07-15,99.62,102.46,99.16,101.71,715411
2022-07-18,101.86,102.62,101.21,101.84,1348980
2022-07-19,102.48,104.22,101.85,103.31,1181957
2022-07-20,103.16,105.15,102.68,104.44,1063283
2022-07-21,104.4,106.13,103.45,104.75,1478318
2022-07-22,105.26,105.33,102.93,102.98,675803
2022-07-25,103.5,104.89,100.65,101.76,1241662
2022-07-26,101.73,103.1,101.5,102.71,1150795
2022-07-27,102.43,103.38,99.88,100.65,736117
2022-07-28,100.7,101.33,100.43,100.83,544878
2022-07-29,100.72,103.51,99.55,102.09,1039608
2022-08-01,102.28,103.1,101.79,102.32,650017
2022-08-02,101.59,102.38,100.92,101.63,1115423
2022-08-03,101.8,103.05,99.49,100.64,923138
2022-08-04,100.21,101.97,99.92,101.68,1365451
2022-08-05,102.23,103.04,101.83,102.3,780936
2022-08-08,101.88,102.08,101.8,101.99,1329354
2022-08-09,101.59,103.5,101.47,103.34,931393
2022-08-10,103.62,106.02,102.13,104.45,973265
2022-08-11,104.46,107.03,104.18,106.74,644505
2022-08-12,108.19,108.23,107.49,107.51,548288
2022-08-15,106.46,107.62,106.22,107.35,1187771
2022-08-16,107.42,107.55,107.14,107.21,1014411
2022-08-17,107.94,108.04,104.7,104.77,1049188
2022-08-18,104.41,106.14,103.53,105.01,1353346
2022-08-19,104.43,106.9,103.43,105.03,940166
2022-08-22,104.49,104.52,103.38,103.4,1322682
2022-08-23,102.4,104.3,101.87,103.42,1519459
2022-08-24,104.26,106.04,103.77,105.13,1496315
2022-08-25,104.93,105.84,103.58,104.25,1422784
2022-08-26,103.97,104.78,102.51,103.1,629565
2022-08-29,101.79,107.61,101.49,107.22,1636110
2022-08-30,106.29,112.27,104.8,109.68,594099
2022-08-31,110.65,122.3,110.36,121.78,1399960
2022-09-01,122.01,122.28,115.81,116.02,1026156
2022-09-02,116.83,119.97,116.29,119.05,816968
2022-09-05,119.79,120.67,119.6,120.42,520747
2022-09-06,119.7,121.31,119.08,120.69,1200515
2022-09-07,122.45,125.6,121.87,124.67,1099655
2022-09-08,126.13,126.58,124.19,124.55,748384
2022-09-09,124.13,125.63,115.1,115.89,995038
2022-09-12,113.41,113.67,112.14,112.37,790624
2022-09-13,112.13,119.95,111.0,117.91,1359518
2022-09-14,118.08,123.27,117.88,122.9,1637654
2022-09-15,122.48,123.93,120.3,121.27,940843
2022-09-16,121.11,123.53,121.06,123.49,1315256
2022-09-19,122.87,137.05,122.2,135.88,764286
2022-09-20,136.63,136.96,135.49,135.75,1404029
2022-09-21,135.8,137.42,134.45,135.71,1314306
2022-09-22,136.49,136.98,136.21,136.66,1386811
2022-09-23,137.67,140.86,136.54,139.67,1207400
2022-09-26,137.85,138.79,137.29,137.94,1244746
2022-09-27,137.3,141.58,136.78,140.97,943588
2022-09-28,140.44,142.0,129.92,131.12,1242492
2022-09-29,133.14,133.45,132.45,132.73,515829
2022-09-30,132.85,133.31,132.57,132.99,1262741
2022-10-03,133.64,135.13,130.6,131.97,1007145
2022-10-04,130.48,131.5,128.97,129.73,635533
2022-10-05,129.84,131.83,125.14,126.91,767021
2022-10-06,127.65,129.19,122.33,123.21,1288849
2022-10-07,123.84,124.31,112.61,112.94,1772159
2022-10-10,113.37,114.7,111.63,112.63,1247351
2022-10-11,112.64,114.42,112.43,114.16,574937
2022-10-12,114.21,114.57,113.49,113.76,1112424
2022-10-13,112.6,115.03,112.37,114.67,1198150
2022-10-14,114.05,114.13,113.2,113.24,1221234
2022-10-17,113.4,114.01,111.05,111.52,917643
2022-10-18,111.04,111.58,110.26,110.56,1251443
2022-10-19,111.02,111.72,108.88,109.25,1364538
2022-10-20,109.56,110.97,106.5,107.75,1295707
2022-10-21,108.63,109.59,107.6,108.38,1003169
2022-10-24,109.0,111.34,108.65,110.74,1241786
2022-10-25,110.89,111.23,109.57,109.91,683226
2022-10-26,110.4,111.88,106.46,107.72,1166700
2022-10-27,108.37,110.45,106.61,108.62,1291362
2022-10-28,108.29,109.07,106.38,106.8,1409423
2022-10-31,106.59,107.2,104.88,105.33,1016034
2022-11-01,105.27,107.38,104.28,106.0,1467221
2022-11-02,105.7,106.8,105.2,105.84,1409479
2022-11-03,106.49,107.98,103.58,105.02,1333979
2022-11-04,104.62,105.64,104.28,105.15,1444080
2022-11-07,105.94,106.3,104.41,104.68,531925
2022-11-08,104.45,108.05,103.51,107.1,935904
2022-11-09,107.4,108.14,105.75,106.28,1387453
2022-11-10,106.39,107.14,104.46,105.16,565570
2022-11-11,104.55,105.14,104.14,104.64,1064700
2022-11-14,104.62,105.99,102.95,104.16,594171
2022-11-15,104.37,106.11,103.66,104.96,1252982
2022-11-16,104.92,106.0,101.47,102.49,956748
2022-11-17,101.67,103.21,101.54,103.06,1340032
2022-11-18,104.12,104.22,102.34,102.44,676606
2022-11-21,102.5,105.88,100.39,103.44,710176
2022-11-22,102.95,104.74,101.67,103.43,1487802
2022-11-23,104.44,105.55,103.46,104.12,526780
2022-11-24,104.51,105.14,103.34,103.68,1212111
2022-11-25,102.93,105.97,101.62,104.27,1537519
2022-11-28,103.62,106.92,103.21,106.4,1393027
2022-11-29,106.26,107.73,104.36,105.5,1136760
2022-11-30,105.69,106.27,105.0,105.41,646002
2022-12-01,105.81,106.26,104.47,104.85,735791
2022-12-02,105.44,108.64,104.32,106.9,1339473
2022-12-05,107.24,107.52,106.24,106.39,876601
2022-12-06,107.25,109.5,103.4,105.5,1096758
2022-12-07,105.58,105.62,104.78,104.82,1281562
2022-12-08,104.34,105.71,103.7,104.69,1461320
2022-12-09,104.69,105.17,103.37,103.74,1285005
2022-12-12,103.7,105.59,102.3,103.33,852703
2022-12-13,101.73,105.66,100.39,103.57,938197
2022-12-14,103.22,104.01,102.84,103.48,903936
2022-12-15,103.67,105.82,102.98,104.56,964948
2022-12-16,104.29,104.84,103.9,104.2,858829
2022-12-19,103.8,104.53,103.33,103.99,780810
2022-12-20,104.56,105.66,103.72,104.38,1404329
2022-12-21,103.8,108.72,102.68,107.24,1038602
2022-12-22,107.69,109.0,105.22,106.27,897775
2022-12-23,105.42,109.0,105.2,108.77,730666
2022-12-26,110.57,113.3,105.87,107.28,943343
2022-12-27,107.14,107.82,106.97,107.62,1338113
2022-12-28,107.41,108.49,106.17,107.23,1363749
2022-12-29,107.97,108.63,105.86,106.23,1300517
2022-12-30,105.96,108.3,104.98,107.17,850792
2023-01-02,108.1,108.15,107.94,107.99,1484544
2023-01-03,108.23,109.15,106.63,107.41,606542
2023-01-04,107.34,107.72,104.57,104.76,1420479
2023-01-05,104.62,105.17,103.74,104.28,845013
2023-01-06,105.04,106.35,103.65,104.5,1439967
2023-01-09,104.65,104.95,104.25,104.55,1405124
2023-01-10,104.82,106.0,104.45,105.55,830819
2023-01-11,105.89,108.84,105.14,108.04,1086761
2023-01-12,108.13,109.24,107.75,108.63,621390
2023-01-13,108.97,109.68,108.78,109.42,1422705
2023-01-16,109.34,110.17,108.9,109.66,697339
2023-01-17,109.63,112.52,108.63,111.25,1292318
2023-01-18,110.51,114.27,108.47,112.01,1397955
2023-01-19,112.21,113.62,111.85,113.07,515275
2023-01-20,111.9,115.92,111.62,115.58,730717
2023-01-23,115.77,116.95,115.16,115.94,864166
2023-01-24,115.75,116.18,115.38,115.62,1267403
2023-01-25,115.88,118.39,114.26,116.68,747963
2023-01-26,115.95,119.99,115.39,119.37,607161
2023-01-27,117.85,120.94,117.53,120.6,534414
2023-01-30,120.35,124.12,119.81,123.2,951474
2023-01-31,122.43,124.02,120.48,121.59,641854
2023-02-01,120.29,120.98,119.02,119.51,1327707
2023-02-02,120.06,120.51,117.93,118.25,551485
2023-02-03,119.38,119.4,115.27,115.28,694363
2023-02-06,114.73,116.2,114.16,115.57,1514114
2023-02-07,115.52,116.53,113.79,114.61,1084324
2023-02-08,114.4,118.14,113.86,117.47,1024217
2023-02-09,117.0,119.56,112.91,114.47,661436
2023-02-10,114.93,118.21,114.85,118.06,1152271
2023-02-13,118.78,119.03,115.62,115.78,1427391
2023-02-14,115.18,115.92,112.56,112.95,1458782
2023-02-15,112.98,114.68,109.53,111.12,872092
2023-02-16,111.98,116.14,111.38,115.49,856960
2023-02-17,115.97,118.57,113.57,115.43,778460
2023-02-20,116.01,117.1,115.67,116.69,765395
2023-02-21,117.65,119.27,115.31,116.3,1022844
2023-02-22,117.24,117.45,116.01,116.12,1408151
2023-02-23,116.84,118.81,114.42,115.47,1507618
2023-02-24,115.57,116.89,114.7,115.59,665201
2023-02-27,115.33,116.46,115.25,116.33,1485578
2023-02-28,116.4,120.42,115.01,118.72,1245480
2023-03-01,118.34,118.66,115.93,116.11,776609
2023-03-02,114.75,119.46,113.97,118.4,1621320
2023-03-03,118.21,120.32,117.5,119.21,929842
2023-03-06,119.46,119.59,118.61,118.73,752450
2023-03-07,118.32,118.87,117.6,118.01,957921
2023-03-08,117.87,122.28,115.85,119.54,987119
2023-03-09,119.43,120.53,118.98,119.92,1104313
2023-03-10,120.9,122.26,117.05,117.77,1439624
2023-03-13,117.51,118.48,117.38,118.33,801226
2023-03-14,119.3,122.87,117.55,120.01,912826
2023-03-15,118.06,123.05,117.15,121.3,840200
2023-03-16,122.28,122.98,119.81,120.44,1078849
2023-03-17,121.38,122.39,117.61,118.56,1151555
2023-03-20,119.2,119.28,118.07,118.15,682976
2023-03-21,116.72,123.54,116.22,122.81,1412899
2023-03-22,123.56,123.98,120.33,120.59,1261467
2023-03-23,120.56,121.47,118.83,119.43,1252984
2023-03-24,117.61,121.02,117.11,120.04,1454824
2023-03-27,120.98,121.62,119.51,119.92,1196204
2023-03-28,120.96,121.66,119.3,119.68,1131310
2023-03-29,118.32,123.98,117.28,122.64,1548615
2023-03-30,122.77,124.81,119.67,121.44,942653
2023-03-31,122.46,123.54,120.58,121.48,1174139
2023-04-03,122.37,122.66,121.61,121.83,647486
2023-04-04,122.44,123.54,120.09,120.71,682500
2023-04-05,118.79,119.32,118.21,118.67,1032990
2023-04-06,119.19,120.47,117.94,119.11,1494363
2023-04-07,118.95,122.44,118.43,121.76,1014356
2023-04-10,122.48,123.61,121.79,122.4,901167
2023-04-11,122.59,122.8,122.39,122.59,567394
2023-04-12,122.57,124.59,121.31,122.77,1358167
2023-04-13,123.24,124.14,121.74,122.44,1388352
2023-04-14,122.31,124.44,122.15,124.23,759956
2023-04-17,124.22,125.36,122.63,123.54,1280132
2023-04-18,123.13,125.75,120.14,121.58,1442602
2023-04-19,120.41,120.5,119.26,119.33,1039195
2023-04-20,119.73,120.15,119.25,119.5,1152636
2023-04-21,118.92,121.26,118.78,121.07,925791
2023-04-24,120.92,121.99,120.66,121.47,897806
2023-04-25,121.68,122.21,120.77,121.06,1367740
2023-04-26,119.55,123.4,118.31,121.78,1415598
2023-04-27,120.42,123.96,119.4,122.11,695019
2023-04-28,121.89,125.89,119.41,123.37,754795
2023-05-01,123.71,125.43,123.69,125.39,623431
2023-05-02,125.95,126.47,123.7,124.01,1492523
2023-05-03,122.83,124.96,119.19,120.59,683150
2023-05-04,121.05,122.79,118.84,120.13,644444
2023-05-05,119.96,120.45,118.38,118.72,1004496
2023-05-08,118.09,121.24,117.16,119.96,1564682
2023-05-09,119.49,120.52,118.14,118.97,660159
2023-05-10,119.54,119.65,116.29,116.34,1591975
2023-05-11,116.54,119.58,113.82,115.59,765139
2023-05-12,115.63,117.68,111.69,113.58,902601
2023-05-15,113.74,116.42,113.37,115.8,1061016
2023-05-16,116.44,117.49,115.61,116.5,736223
2023-05-17,116.44,117.66,116.32,117.46,1111352
2023-05-18,117.5,119.76,116.01,118.27,663229
2023-05-19,119.08,120.14,118.52,119.51,1248150
2023-05-22,119.28,121.88,118.83,121.19,865010
2023-05-23,121.64,121.87,120.27,120.46,667024
2023-05-24,120.1,121.81,116.88,118.47,1261001
2023-05-25,118.17,120.12,115.99,117.31,979424
2023-05-26,117.24,119.14,116.29,117.3,1247846
2023-05-29,117.67,118.44,113.1,113.75,1066723
2023-05-30,114.56,115.44,114.52,115.36,1500028
2023-05-31,115.42,115.45,112.77,112.78,1342743
2023-06-01,111.77,114.39,111.21,113.65,842197
2023-06-02,114.08,117.77,110.58,113.47,956369
2023-06-05,115.14,116.56,112.77,113.91,1464740
2023-06-06,113.98,115.52,111.85,113.31,972888
2023-06-07,112.15,114.6,111.47,113.66,1145987
2023-06-08,113.77,115.22,112.0,113.07,1524234
2023-06-09,113.06,113.49,112.14,112.36,512594
2023-06-12,112.3,113.84,110.25,111.2,836003
2023-06-13,111.83,114.38,111.15,113.29,551246
2023-06-14,114.23,115.23,112.87,113.84,535961
2023-06-15,114.31,115.21,113.33,114.18,1030721
2023-06-16,114.09,115.7,111.56,113.03,856790
2023-06-19,113.79,115.27,111.48,112.76,1056793
2023-06-20,111.75,111.89,111.36,111.48,573232
2023-06-21,111.0,111.39,110.67,110.87,1442065
2023-06-22,110.47,110.98,108.83,109.31,1238125
2023-06-23,109.29,111.99,108.99,111.44,951234
2023-06-26,111.78,112.84,109.59,110.48,543026
2023-06-27,110.35,111.42,108.68,109.37,1077256
2023-06-28,108.78,109.96,106.68,107.68,521542
2023-06-29,108.31,110.32,105.63,106.73,1429658
2023-06-30,106.58,107.34,105.45,106.15,751357
2023-07-03,106.21,106.57,105.87,106.13,646661
2023-07-04,106.48,107.52,104.73,105.36,1407076
2023-07-05,105.38,106.66,102.49,103.38,838529
2023-07-06,103.41,103.88,101.31,101.55,1142757
2023-07-07,102.18,103.14,101.52,102.42,1056540
2023-07-10,102.52,102.93,101.95,102.32,691833
2023-07-11,102.85,104.59,101.62,103.16,1379379
2023-07-12,103.5,105.53,102.44,104.17,1159201
2023-07-13,105.43,105.63,104.26,104.41,991536
2023-07-14,104.67,105.45,102.4,102.91,1117616
2023-07-17,103.31,104.37,102.6,103.19,1421466
2023-07-18,103.88,105.7,103.45,104.97,1425338
2023-07-19,105.01,106.64,102.97,104.46,1241246
2023-07-20,104.06,105.62,103.68,104.93,706251
2023-07-21,104.63,106.57,103.19,104.96,1226443
2023-07-24,104.67,107.68,103.92,106.74,1023180
2023-07-25,106.13,106.35,105.77,105.92,1449077
2023-07-26,106.12,107.61,105.98,107.43,1416608
2023-07-27,107.02,107.18,106.87,106.99,1408357
2023-07-28,107.12,107.24,106.07,106.15,1475622
2023-07-31,106.05,107.02,105.48,106.34,621041
2023-08-01,106.31,106.91,106.23,106.82,1363555
2023-08-02,107.18,109.93,106.67,109.32,676683
2023-08-03,108.97,110.39,108.61,109.79,795962
2023-08-04,110.21,110.61,109.87,110.09,1179852
2023-08-07,111.13,114.77,108.62,112.25,622959
2023-08-08,112.48,113.58,112.14,113.11,899887
2023-08-09,112.58,112.66,112.24,112.29,1143298
2023-08-10,111.88,115.44,110.75,114.17,533168
2023-08-11,114.0,114.32,112.95,113.21,935014
2023-08-14,112.8,113.17,112.06,112.37,881091
2023-08-15,111.71,112.14,110.92,111.28,1311104
2023-08-16,111.38,112.08,109.47,110.08,554973
2023-08-17,109.93,111.31,109.52,110.57,1258435
2023-08-18,110.7,110.88,110.1,110.28,558482
2023-08-21,111.06,111.43,105.44,105.72,674004
2023-08-22,105.57,107.64,104.11,105.19,1179698
2023-08-23,104.44,104.98,103.72,104.13,605221
2023-08-24,103.88,106.65,103.35,106.02,786810
2023-08-25,106.51,106.7,104.76,104.86,1294649
2023-08-28,105.29,110.31,105.22,110.22,1594783
2023-08-29,110.56,114.36,109.59,113.33,581361
2023-08-30,112.9,113.97,111.73,112.48,1276617
2023-08-31,112.99,117.05,111.8,115.1,666290
2023-09-01,115.77,116.72,115.42,116.34,1091130
2023-09-04,115.86,117.14,115.7,116.92,700343
2023-09-05,116.89,119.65,116.3,118.83,872877
2023-09-06,120.27,121.75,118.09,119.0,1178603
2023-09-07,118.47,120.59,117.69,119.6,1098525
2023-09-08,118.38,122.33,117.7,121.61,1269223
2023-09-11,122.62,129.16,120.67,126.64,1456380
2023-09-12,127.5,129.48,126.12,127.31,655239
2023-09-13,126.96,127.96,125.25,126.19,1232235
2023-09-14,126.11,126.29,120.98,121.11,629013
2023-09-15,120.22,126.7,119.55,125.9,1228609
2023-09-18,125.97,128.63,123.08,125.27,1078887
2023-09-19,126.15,127.2,125.66,126.65,713350
2023-09-20,126.24,132.53,125.28,131.52,1509391
2023-09-21,132.21,134.12,130.9,132.15,777188
2023-09-22,132.52,132.55,131.65,131.68,676625
2023-09-25,132.14,135.97,131.72,135.46,1406224
2023-09-26,135.06,136.95,134.89,136.75,1077156
2023-09-27,136.46,138.97,136.15,138.39,1239914
2023-09-28,136.86,137.46,133.76,134.22,773356
2023-09-29,133.76,137.77,133.62,137.49,990235
2023-10-02,138.45,140.0,137.48,138.57,1452655
2023-10-03,137.79,138.85,133.77,134.81,1195416
2023-10-04,134.18,137.43,132.88,135.65,1095516
2023-10-05,136.17,136.43,132.12,132.36,1066245
2023-10-06,132.68,136.55,132.44,136.14,1608950
2023-10-09,136.7,137.62,133.69,134.4,937691
2023-10-10,133.46,138.1,132.61,137.06,1076850
2023-10-11,139.17,139.59,135.49,135.78,1561655
2023-10-12,134.79,138.82,133.29,136.76,1480552
2023-10-13,136.88,137.05,135.22,135.32,738678
2023-10-16,135.19,137.73,134.7,137.0,1245776
2023-10-17,136.03,137.71,135.3,136.68,1473632
2023-10-18,136.37,137.63,136.25,137.5,1304539
2023-10-19,137.52,138.14,137.16,137.59,733117
2023-10-20,137.05,139.07,133.43,135.4,1309951
2023-10-23,136.16,136.58,135.88,136.28,1105944
2023-10-24,136.15,136.77,135.08,135.52,1066649
2023-10-25,134.43,138.03,133.75,137.28,580083
2023-10-26,136.1,137.62,135.59,136.95,1332574
2023-10-27,137.45,138.09,136.48,136.89,755003
2023-10-30,135.66,140.95,135.05,139.71,1523167
2023-10-31,139.98,144.08,139.8,143.77,1607947
2023-11-01,144.15,145.2,144.14,145.19,1002585
2023-11-02,144.32,145.64,143.59,144.75,596012
2023-11-03,145.53,147.98,142.17,144.17,1534656
2023-11-06,142.68,143.42,142.26,142.82,1076874
2023-11-07,143.07,144.67,140.29,141.81,1414107
2023-11-08,141.77,142.16,141.03,141.41,531626
2023-11-09,141.31,145.51,140.87,144.8,1561851
2023-11-10,143.78,145.48,143.24,144.53,1197811
2023-11-13,143.71,144.23,142.02,142.47,1091286
2023-11-14,143.85,145.93,141.11,142.6,848041
2023-11-15,143.64,143.9,142.78,142.97,1423513
2023-11-16,143.61,143.85,142.87,143.1,910595
2023-11-17,143.9,145.49,143.0,144.53,1058178
2023-11-20,145.27,146.05,144.25,144.72,763904
2023-11-21,144.44,147.21,143.87,146.12,1175248
2023-11-22,146.16,148.51,143.21,144.81,817387
2023-11-23,143.54,148.14,143.45,147.97,1446151
2023-11-24,147.89,150.02,147.09,148.49,1241484
2023-11-27,149.54,150.52,148.38,149.27,1021260
2023-11-28,148.68,150.47,146.62,147.93,553658
2023-11-29,148.84,149.39,148.45,148.84,1046784
2023-11-30,148.92,150.33,148.71,150.07,1115456
2023-12-01,148.82,149.07,147.81,148.03,711799
